Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
155,Frank Kaminsky,22,CHO,C,81,3,1708,6.3,15.4,.410,2.0,5.9,.337,4.3,9.5,.455,.474,3.2,4.3,.730,2.0,7.8,9.8,2.9,1.1,1.3,1.7,3.7,17.8,105,105,,kaminfr01
156,Bradley Beal,22,WAS,SG,55,35,1708,10.2,22.8,.449,3.0,7.7,.387,7.2,15.1,.481,.515,3.9,5.0,.767,1.2,4.2,5.4,4.6,1.5,0.3,3.2,3.3,27.3,103,108,,bealbr01
157,Kenneth Faried,26,DEN,PF,67,64,1694,10.3,18.5,.558,0.0,0.1,.500,10.3,18.5,.558,.558,4.0,6.6,.613,7.0,10.2,17.2,2.3,0.9,1.8,2.7,5.0,24.7,116,107,,farieke01
158,Stanley Johnson,19,DET,SF,73,6,1687,6.7,18.0,.375,1.9,6.1,.307,4.8,11.8,.410,.428,2.4,3.1,.784,1.7,7.4,9.2,3.5,1.6,0.4,3.4,5.3,17.7,91,106,,johnsst04
159,Mirza Teletović,30,PHO,PF,79,1,1686,9.6,22.5,.427,5.2,13.3,.393,4.4,9.2,.476,.544,3.5,4.5,.774,1.6,7.1,8.7,2.6,0.9,0.6,2.4,4.6,27.9,111,110,6MOY-16,teletmi01
160,Ed Davis,26,POR,PF,81,0,1684,6.1,10.0,.611,0.0,0.0,,6.1,10.0,.611,.611,3.4,6.1,.559,6.7,11.1,17.8,2.6,1.7,2.1,1.9,6.0,15.6,128,104,6MOY-8,davised01
161,Shabazz Muhammad,23,MIN,SF,82,0,1682,9.5,20.4,.465,1.3,4.6,.289,8.2,15.9,.516,.498,5.5,7.3,.764,3.0,5.0,8.0,1.6,0.7,0.2,2.1,2.8,25.9,110,114,,muhamsh01
162,Marco Belinelli,29,SAC,SG,68,7,1672,7.0,18.2,.386,2.6,8.5,.306,4.4,9.7,.456,.457,3.3,4.0,.833,0.3,3.1,3.4,3.6,1.1,0.1,2.3,2.6,20.0,99,113,,belinma01
163,Corey Brewer,29,HOU,SF,82,12,1669,6.2,16.3,.384,1.8,6.6,.272,4.4,9.7,.460,.439,3.1,4.1,.750,1.2,4.6,5.9,3.2,2.5,0.6,2.3,4.9,17.4,98,109,,breweco01
164,Ramon Sessions,29,WAS,PG,82,5,1667,8.2,17.3,.473,1.1,3.2,.324,7.1,14.1,.507,.503,6.3,8.3,.756,0.7,5.2,5.9,7.0,1.3,0.1,3.4,3.0,23.7,109,109,,sessira01
165,J.J. Barea,31,DAL,PG,74,16,1667,9.7,21.7,.446,3.1,7.9,.385,6.6,13.8,.481,.516,2.3,2.9,.771,0.8,3.8,4.6,9.2,0.8,0.1,3.5,3.4,24.7,106,111,6MOY-12,bareajo01
166,Marcus Smart,21,BOS,PG,61,10,1667,5.4,15.5,.348,1.8,7.0,.253,3.6,8.4,.427,.405,3.8,4.9,.777,2.2,5.2,7.5,5.4,2.7,0.5,2.3,5.4,16.3,101,103,,smartma01
167,Kyrie Irving,23,CLE,PG,53,53,1667,12.2,27.1,.448,2.6,8.1,.321,9.6,19.0,.502,.496,5.2,5.9,.885,1.4,3.5,4.8,7.7,1.7,0.6,3.8,3.3,32.1,109,106,,irvinky01
168,Wesley Johnson,28,LAC,SF,80,9,1666,6.3,15.5,.404,3.1,9.3,.333,3.2,6.2,.510,.504,0.9,1.4,.652,1.1,6.3,7.5,1.5,2.7,1.7,1.6,5.2,16.5,98,102,,johnswe01
169,Patty Mills,27,SAS,PG,81,3,1662,8.0,18.9,.425,3.8,9.9,.384,4.2,9.0,.469,.525,1.4,1.8,.810,0.8,4.0,4.9,7.0,1.8,0.2,2.3,3.1,21.3,109,102,,millspa02
170,Michael Carter-Williams,24,MIL,PG,54,37,1649,7.8,17.1,.452,0.5,1.7,.273,7.3,15.4,.472,.466,3.3,5.0,.654,1.5,7.0,8.5,8.7,2.5,1.3,4.7,5.0,19.2,96,107,,cartemi01
171,Nikola Mirotić,24,CHI,PF,66,38,1646,7.6,18.6,.407,4.1,10.5,.390,3.4,8.0,.430,.518,4.4,5.5,.807,1.8,9.3,11.0,3.0,1.8,1.4,3.1,4.6,23.7,107,104,,mirotni01
172,Randy Foye,32,2TM,SG,81,8,1642,5.1,14.7,.351,2.3,7.6,.300,2.9,7.1,.405,.428,1.9,2.3,.824,0.7,4.0,4.7,4.9,1.2,0.9,2.6,4.0,14.4,95,111,,foyera01
172,Randy Foye,32,DEN,SG,54,7,1070,5.5,15.6,.351,2.3,7.9,.296,3.1,7.7,.409,.426,1.8,2.2,.830,0.7,4.2,4.9,5.2,1.2,0.7,2.7,3.9,15.1,94,112,,foyera01
172,Randy Foye,32,OKC,SG,27,1,572,4.5,12.9,.349,2.2,7.0,.309,2.3,5.9,.397,.433,1.9,2.3,.815,0.7,3.7,4.4,4.3,1.1,1.1,2.4,4.2,13.1,99,109,,foyera01
173,Luis Scola,35,TOR,PF,76,76,1636,8.5,18.9,.450,2.1,5.1,.404,6.4,13.8,.467,.504,1.9,2.7,.726,2.7,8.7,11.4,2.1,1.5,0.9,2.1,5.6,21.0,105,105,,scolalu01
174,Trevor Booker,28,UTA,PF,79,2,1632,6.1,12.5,.490,0.4,1.3,.293,5.8,11.2,.513,.505,2.3,3.4,.670,5.4,9.2,14.6,2.7,1.9,1.3,2.6,5.5,15.0,109,102,,booketr01
175,Alonzo Gee,28,NOP,SF,73,38,1632,4.0,7.7,.518,0.5,1.8,.283,3.5,5.9,.590,.551,1.3,2.0,.667,1.8,5.6,7.4,2.2,1.9,0.4,1.7,5.1,9.9,108,110,,geeal01
176,Markieff Morris,26,2TM,PF,64,45,1629,9.1,21.5,.425,1.4,4.6,.303,7.7,16.8,.458,.458,3.2,4.4,.735,2.2,8.3,10.5,3.7,1.7,1.0,4.0,5.5,22.9,93,106,,morrima02
176,Markieff Morris,26,PHO,PF,37,24,917,9.1,22.9,.397,1.2,4.0,.289,7.9,18.9,.420,.422,3.5,4.9,.717,2.3,8.0,10.3,4.6,1.8,0.9,4.8,5.5,22.8,89,108,,morrima02
176,Markieff Morris,26,WAS,PF,27,21,712,9.2,19.7,.467,1.7,5.4,.316,7.5,14.2,.524,.510,2.9,3.8,.764,2.1,8.8,10.8,2.5,1.7,1.2,3.1,5.5,22.9,100,104,,morrima02
177,Dennis Schröder,22,ATL,PG,80,6,1621,10.0,23.8,.421,2.3,7.3,.322,7.7,16.5,.465,.471,4.4,5.5,.791,0.8,5.5,6.2,10.6,2.1,0.3,5.6,4.2,26.8,97,103,6MOY-9,schrode01
178,Tony Allen,34,MEM,SG,64,57,1620,6.8,14.9,.458,0.5,1.3,.357,6.4,13.6,.468,.474,2.9,4.4,.652,3.3,6.1,9.4,2.2,3.5,0.6,2.5,5.6,17.0,101,105,DPOY-8DEF2,allento01
179,Tyson Chandler,33,PHO,C,66,60,1618,5.5,9.5,.583,0.0,0.0,.000,5.5,9.4,.585,.583,3.2,5.1,.620,5.3,12.1,17.3,1.9,1.1,1.3,2.8,4.4,14.2,114,107,,chandty01
180,Wayne Ellington,28,BRK,SG,76,41,1615,6.8,17.5,.389,3.0,8.4,.358,3.8,9.1,.416,.474,1.7,2.0,.857,0.6,4.8,5.4,2.6,1.5,0.2,1.4,2.6,18.3,101,113,,ellinwa01
181,T.J. McConnell,23,PHI,PG,81,17,1606,6.7,14.2,.470,0.9,2.7,.348,5.7,11.4,.499,.503,0.8,1.3,.634,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15.0,101,108,,mccontj01
182,Lavoy Allen,26,IND,PF,79,28,1599,5.9,11.5,.516,0.0,0.0,,5.9,11.5,.516,.516,1.4,2.3,.630,5.0,8.1,13.2,2.4,0.8,1.3,2.1,4.6,13.3,110,104,,allenla01
