Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
250,Mike Scott,27,ATL,PF,75,0,1146,.468,13.7,.580,.263,.157,.093,.066,.420,.523,.636,.458,.571,.160,.392,.851,.968,.064,16,.222,.286,0,0,,scottmi01
251,Manu Ginóbili,38,SAS,SG,58,0,1134,.453,13.9,.589,.278,.138,.087,.085,.411,.496,.537,.450,.395,.541,.391,.543,.914,.005,2,.128,.522,1,0,,ginobma01
252,Archie Goodwin,21,PHO,PG,57,13,1114,.417,8.9,.765,.526,.130,.021,.088,.235,.474,.577,.145,.444,.351,.232,.346,.696,.064,24,.162,.125,1,0,,goodwar01
253,Marcus Thornton,28,2TM,SG,61,8,1109,.399,16.7,.502,.192,.116,.079,.113,.498,.460,.587,.333,.419,.410,.337,.424,.857,.000,0,.211,.386,4,0,,thornma01
253,Marcus Thornton,28,HOU,SG,47,6,885,.400,16.2,.503,.193,.120,.078,.113,.497,.461,.560,.346,.353,.490,.338,.416,.849,.000,0,.204,.409,3,0,,thornma01
253,Marcus Thornton,28,WAS,SG,14,2,224,.393,17.1,.495,.187,.103,.084,.112,.505,.453,.700,.273,.667,.083,.333,.458,.889,.000,0,.241,.308,1,0,,thornma01
254,Aaron Brooks,31,CHI,PG,69,0,1108,.401,14.4,.606,.237,.186,.102,.083,.394,.430,.468,.425,.396,.359,.357,.090,.576,.000,0,.086,.375,4,0,,brookaa01
255,Josh Richardson,22,MIA,SG,52,2,1107,.452,14.9,.577,.228,.107,.110,.132,.423,.446,.613,.310,.267,.417,.461,.414,.962,.055,14,.348,.550,0,0,,richajo01
256,Bobby Portis,20,CHI,PF,62,4,1102,.427,10.5,.881,.321,.197,.110,.250,.119,.443,.586,.372,.250,.404,.308,.629,.938,.069,24,.154,.000,1,0,,portibo01
257,Al Jefferson,31,CHO,C,47,18,1096,.485,7.9,1.000,.271,.341,.250,.139,.000,.485,.642,.407,.405,.514,,.555,,.028,13,,,0,0,,jeffeal01
258,Kevin Martin,32,2TM,SG,55,13,1095,.372,15.0,.675,.160,.126,.158,.234,.325,.378,.582,.340,.288,.316,.360,.542,.939,.033,13,.162,.500,0,0,,martike02
258,Kevin Martin,32,MIN,SG,39,12,834,.377,15.2,.692,.153,.123,.156,.260,.308,.381,.608,.341,.308,.310,.369,.557,.947,.039,12,.146,.467,0,0,,martike02
258,Kevin Martin,32,SAS,SG,16,1,261,.353,14.9,.612,.188,.141,.165,.129,.388,.365,.500,.333,.214,.364,.333,.474,.909,.012,1,.212,.571,0,0,,martike02
259,Nenê,33,WAS,PF,57,11,1094,.544,6.9,.992,.474,.180,.125,.214,.008,.549,.698,.449,.396,.390,.000,.641,,.112,39,.667,.000,0,0,,hilarne01
260,O.J. Mayo,28,MIL,SG,41,24,1090,.371,17.4,.495,.150,.081,.100,.165,.505,.421,.479,.192,.375,.509,.321,.522,.962,.000,0,.278,.244,0,0,,mayooj01
261,Leandro Barbosa,33,GSW,SG,68,0,1079,.462,11.8,.703,.368,.127,.073,.132,.297,.508,.632,.255,.296,.531,.355,.682,.974,.003,1,.309,.500,1,0,,barbole01
262,Nemanja Bjelica,27,MIN,PF,60,0,1075,.468,15.0,.468,.281,.136,.013,.038,.532,.564,.727,.344,.333,.222,.384,.677,.896,.026,6,.096,.500,0,0,,bjeline01
263,T.J. Warren,22,PHO,SF,47,4,1070,.501,10.8,.841,.274,.202,.204,.161,.159,.520,.678,.438,.489,.394,.400,.653,.929,.043,19,.543,.447,2,0,,warretj01
264,Eric Bledsoe,26,PHO,PG,31,31,1059,.453,12.8,.738,.264,.161,.093,.220,.262,.482,.585,.367,.543,.417,.372,.143,.479,.010,4,.109,.143,0,0,,bledser01
265,Shelvin Mack,25,2TM,PG,52,27,1058,.439,12.3,.699,.217,.280,.092,.113,.301,.493,.689,.440,.395,.319,.312,.294,.667,.000,0,.304,.395,0,0,,macksh01
265,Shelvin Mack,25,ATL,PG,24,0,179,.421,12.4,.716,.242,.211,.116,.147,.284,.529,.739,.500,.455,.286,.148,.361,.500,.000,0,.259,.286,0,0,,macksh01
265,Shelvin Mack,25,UTA,PG,28,27,879,.444,12.2,.694,.209,.300,.084,.103,.306,.482,.672,.427,.370,.333,.357,.271,.686,.000,0,.316,.419,0,0,,macksh01
266,Brandon Rush,30,GSW,SG,72,25,1055,.427,17.6,.396,.196,.062,.042,.096,.604,.447,.549,.250,.273,.440,.414,.891,.908,.038,8,.420,.364,0,0,,rushbr01
267,Terrence Jones,24,HOU,PF,50,11,1044,.452,8.5,.785,.444,.270,.027,.044,.215,.490,.638,.293,.200,.375,.316,.716,.920,.093,29,.203,.250,1,0,,joneste01
268,Joffrey Lauvergne,24,DEN,C,59,15,1041,.513,8.4,.861,.405,.247,.053,.155,.139,.557,.643,.489,.350,.508,.245,.714,.923,.116,37,.377,.200,0,0,,lauvejo01
269,Jameer Nelson,33,DEN,PG,39,15,1036,.368,17.3,.531,.150,.107,.052,.221,.469,.429,.630,.273,.375,.382,.299,.200,.512,.000,0,.076,.273,0,0,,nelsoja01
270,Spencer Hawes,27,CHO,PF,57,6,1035,.405,12.6,.667,.281,.173,.134,.078,.333,.422,.558,.358,.317,.250,.373,.616,1.000,.033,10,.255,.423,0,0,,hawessp01
271,Nick Young,30,LAL,SG,54,2,1033,.339,21.0,.363,.038,.022,.099,.204,.637,.363,.429,.250,.405,.342,.325,.490,.805,.003,0,.224,.415,0,0,,youngni01
272,Jarrett Jack,32,BRK,PG,32,32,1027,.391,15.4,.715,.109,.201,.098,.307,.285,.426,.615,.319,.343,.455,.304,.174,.548,.000,0,.235,.333,2,0,,jackja01
273,Vince Carter,39,MEM,SG,60,3,1005,.388,16.9,.507,.207,.093,.073,.134,.493,.425,.535,.313,.360,.370,.349,.500,.864,.052,16,.172,.345,4,2,,cartevi01
274,Rashad Vaughn,19,MIL,SG,70,6,1001,.305,17.2,.447,.154,.094,.083,.117,.553,.319,.341,.240,.227,.419,.293,.789,1.000,.008,1,.449,.258,0,0,,vaughra01
275,Dwight Powell,24,DAL,PF,69,2,992,.493,8.4,.946,.473,.108,.071,.294,.054,.514,.714,.250,.333,.333,.125,.889,1.000,.149,38,.375,.333,0,0,,poweldw01
276,Steve Blake,35,DET,PG,58,2,986,.388,21.0,.371,.104,.050,.058,.158,.629,.461,.720,.250,.214,.447,.344,.195,.712,.000,0,.258,.462,8,0,,blakest01
277,Markel Brown,24,BRK,SG,62,6,982,.394,14.6,.624,.255,.109,.040,.220,.376,.443,.573,.314,.385,.366,.314,.528,.842,.056,16,.322,.436,0,0,,brownma02
278,Kyle Singler,27,OKC,SF,68,2,977,.389,14.1,.561,.213,.204,.068,.077,.439,.452,.553,.400,.533,.235,.309,.732,1.000,.018,4,.598,.293,1,0,,singlky01
279,John Henson,25,MIL,C,57,1,960,.564,3.3,.997,.536,.405,.041,.014,.003,.566,.647,.475,.583,.000,.000,.756,,.120,30,.000,,0,0,,hensojo01
280,Chase Budinger,27,2TM,SF,66,2,929,.435,11.3,.640,.364,.142,.063,.071,.360,.523,.678,.324,.400,.235,.279,.600,.958,.059,14,.430,.270,0,0,,budinch01
280,Chase Budinger,27,IND,SF,49,2,729,.418,12.3,.644,.330,.155,.072,.088,.356,.488,.656,.333,.357,.235,.290,.607,.950,.062,12,.420,.276,0,0,,budinch01
280,Chase Budinger,27,PHO,SF,17,0,200,.511,10.3,.622,.511,.089,.022,.000,.378,.679,.739,.250,1.000,,.235,.579,1.000,.044,2,.471,.250,0,0,,budinch01
281,Anthony Morrow,30,OKC,SG,68,6,926,.408,19.1,.387,.060,.093,.114,.117,.613,.442,.500,.484,.342,.487,.387,.526,.911,.000,0,.412,.393,0,0,,morroan01
282,James Johnson,28,TOR,PF,57,32,926,.475,9.3,.725,.475,.167,.029,.054,.275,.540,.632,.400,.286,.308,.303,.340,1.000,.067,16,.515,.265,1,0,,johnsja01
283,Thomas Robinson,24,BRK,PF,71,7,917,.447,4.8,.997,.588,.210,.127,.072,.003,.448,.608,.230,.189,.238,.000,.531,,.124,32,.000,,1,0,,robinth01
284,Sasha Vujačić,31,NYK,SG,61,25,908,.383,19.2,.484,.112,.022,.065,.285,.516,.403,.548,.000,.167,.430,.364,.704,.942,.000,0,.217,.323,0,0,,vujacsa01
285,David Lee,32,2TM,PF,55,5,903,.531,3.9,.997,.606,.281,.054,.057,.003,.533,.635,.383,.389,.316,.000,.674,,.093,30,.000,,0,0,,leeda02
285,David Lee,32,BOS,PF,30,4,470,.453,4.6,.995,.557,.302,.068,.068,.005,.455,.533,.379,.385,.231,.000,.609,,.057,10,.000,,0,0,,leeda02
285,David Lee,32,DAL,PF,25,1,433,.636,3.2,1.000,.671,.252,.035,.042,.000,.636,.750,.389,.400,.500,,.736,,.140,20,,,0,0,,leeda02
286,Josh Smith,30,2TM,PF,55,7,880,.364,13.7,.590,.238,.229,.040,.083,.410,.417,.627,.300,.214,.241,.287,.605,.951,.049,14,.133,.263,2,0,,smithjo03
286,Josh Smith,30,LAC,PF,32,1,459,.383,12.3,.678,.283,.233,.050,.111,.322,.418,.608,.333,.111,.250,.310,.627,.944,.078,11,.069,.500,1,0,,smithjo03
286,Josh Smith,30,HOU,PF,23,6,421,.343,15.1,.497,.189,.225,.030,.053,.503,.417,.656,.263,.400,.222,.271,.571,.957,.018,3,.176,.200,1,0,,smithjo03
287,Quincy Acy,25,SAC,PF,59,29,876,.556,9.7,.771,.458,.121,.037,.154,.229,.606,.735,.385,.500,.424,.388,.710,.947,.215,43,.347,.529,0,0,,acyqu01
288,Miles Plumlee,27,MIL,C,61,14,870,.601,2.6,1.000,.687,.258,.043,.013,.000,.601,.638,.550,.500,.000,,.750,,.305,64,,,0,0,,plumlmi01
289,Marcelo Huertas,32,LAL,PG,53,0,869,.422,13.0,.735,.187,.283,.157,.109,.265,.479,.605,.477,.389,.400,.262,.284,.813,.000,0,.131,.125,6,0,,huertma01
290,Brandon Jennings,26,2TM,PG,48,7,868,.368,17.4,.490,.155,.118,.066,.148,.510,.409,.574,.361,.400,.289,.329,.246,.608,.000,0,.181,.321,3,0,,jennibr01
290,Brandon Jennings,26,DET,PG,23,1,416,.371,17.2,.462,.189,.140,.028,.098,.538,.439,.593,.400,.250,.286,.312,.345,.375,.000,0,.169,.308,3,0,,jennibr01
290,Brandon Jennings,26,ORL,PG,25,6,452,.366,17.5,.516,.124,.099,.099,.193,.484,.386,.550,.313,.438,.290,.346,.156,.815,.000,0,.192,.333,0,0,,jennibr01
291,Solomon Hill,24,IND,SF,59,3,866,.447,12.1,.644,.341,.163,.091,.053,.356,.515,.648,.353,.368,.364,.324,.493,1.000,.063,12,.365,.444,2,0,,hillso01
292,Tim Hardaway Jr.,23,ATL,SG,51,1,864,.430,17.0,.460,.226,.057,.042,.140,.540,.541,.700,.333,.455,.378,.336,.697,.938,.034,9,.294,.357,2,0,,hardati02
293,Tyler Johnson,23,MIA,SG,36,5,863,.486,13.0,.708,.329,.111,.070,.198,.292,.529,.625,.407,.529,.438,.380,.462,.963,.045,6,.310,.545,3,0,,johnsty01
294,Alexis Ajinça,27,NOP,C,59,17,861,.476,9.4,.997,.283,.257,.108,.346,.003,.478,.674,.346,.324,.468,.000,.767,,.098,27,.000,,0,0,,ajincal01
295,Chris Johnson,25,UTA,SF,70,2,857,.371,15.4,.490,.247,.088,.072,.082,.510,.474,.667,.118,.286,.438,.273,.489,.963,.021,3,.606,.267,1,0,,johnsch04
296,Johnny O'Bryant,22,MIL,PF,66,4,857,.411,9.3,.995,.344,.177,.096,.378,.005,.409,.472,.351,.200,.430,1.000,.729,1.000,.053,10,1.000,1.000,0,0,,obryajo01
297,Luke Babbitt,26,NOP,SF,47,13,845,.422,12.9,.623,.218,.263,.104,.038,.377,.433,.429,.447,.400,.455,.404,.538,.955,.010,3,.220,.292,0,0,,babbilu01
298,Kris Humphries,30,3TM,PF,53,17,835,.410,14.2,.634,.224,.125,.085,.200,.366,.465,.621,.216,.440,.458,.315,.782,.941,.064,18,.167,.278,1,0,,humphkr01
298,Kris Humphries,30,WAS,PF,28,14,466,.405,15.7,.576,.222,.101,.076,.177,.424,.451,.629,.125,.333,.464,.343,.756,.913,.051,7,.164,.273,1,0,,humphkr01
298,Kris Humphries,30,PHO,PF,4,3,74,.278,12.9,.722,.306,.139,.028,.250,.278,.269,.364,.000,.000,.333,.300,.857,1.000,.083,3,.200,.500,0,0,,humphkr01
298,Kris Humphries,30,ATL,PF,21,0,295,.465,14.1,.693,.198,.158,.119,.218,.307,.557,.750,.375,.583,.500,.258,.795,1.000,.079,8,.161,.200,0,0,,humphkr01
299,Marreese Speights,28,GSW,C,72,0,832,.432,12.5,.864,.252,.147,.079,.386,.136,.439,.513,.358,.278,.455,.387,.803,.917,.050,17,.097,.333,1,0,,speigma01
300,Pablo Prigioni,38,LAC,PG,59,3,823,.374,19.2,.354,.190,.068,.075,.020,.646,.519,.643,.400,.273,.667,.295,.148,.571,.000,0,.116,.455,4,0,,prigipa01
301,Andrew Nicholson,26,ORL,PF,56,0,823,.471,12.7,.632,.210,.294,.087,.042,.368,.536,.708,.484,.370,.385,.360,.362,.976,.061,17,.167,.421,0,0,,nichoan01
302,Jonathon Simmons,26,SAS,SG,55,2,813,.504,8.4,.806,.479,.194,.054,.074,.194,.533,.664,.340,.385,.333,.383,.558,1.000,.124,26,.447,.524,2,0,,simmojo02
303,Gary Neal,31,WAS,SG,40,2,807,.465,16.3,.692,.071,.160,.157,.305,.308,.489,.652,.538,.412,.465,.410,.473,.659,.000,0,.190,.368,0,0,,nealga01
304,Cole Aldrich,27,LAC,C,60,5,800,.596,2.8,1.000,.560,.427,.013,.000,.000,.596,.667,.521,.000,,,.776,,.093,17,,,0,0,,aldrico01
305,Alec Burks,24,UTA,SG,31,3,797,.410,12.1,.763,.278,.168,.132,.186,.237,.412,.570,.321,.341,.306,.405,.238,.625,.024,8,.354,.429,2,0,,burksal01
306,DeMarre Carroll,29,TOR,SF,26,22,786,.389,14.3,.563,.219,.207,.063,.074,.437,.388,.576,.286,.235,.250,.390,.542,.957,.019,5,.220,.385,0,0,,carrode01
307,Justin Holiday,26,2TM,SG,53,5,773,.386,15.3,.539,.263,.088,.061,.127,.461,.423,.483,.250,.214,.517,.343,.692,.972,.053,12,.362,.368,0,0,,holidju01
307,Justin Holiday,26,ATL,SG,26,1,263,.329,16.4,.384,.233,.068,.027,.055,.616,.500,.471,.400,.500,.750,.222,.786,1.000,.055,4,.578,.231,0,0,,holidju01
307,Justin Holiday,26,CHI,SG,27,4,510,.413,14.2,.613,.277,.097,.077,.161,.387,.400,.488,.200,.167,.480,.433,.658,.962,.052,8,.200,.667,0,0,,holidju01
308,Festus Ezeli,26,GSW,C,46,13,770,.548,2.9,1.000,.649,.272,.061,.018,.000,.548,.682,.339,.143,.250,,.816,,.342,68,,,0,0,,ezelife01
309,Tyreke Evans,26,NOP,SG,25,25,765,.433,10.3,.729,.513,.070,.016,.127,.271,.450,.509,.227,.000,.400,.388,.204,.545,.003,1,.059,.000,0,0,,evansty01
310,Kyle O'Quinn,25,NYK,PF,65,1,764,.476,10.6,.919,.299,.166,.151,.303,.081,.498,.630,.378,.488,.439,.227,.637,.600,.026,7,.136,.000,0,0,,oquinky01
311,Amar'e Stoudemire,33,MIA,C,52,36,762,.566,4.8,1.000,.624,.163,.063,.149,.000,.566,.623,.472,.500,.455,,.712,,.158,34,,,0,0,,stoudam01
312,Mo Williams,33,CLE,PG,41,14,748,.437,17.0,.662,.093,.096,.146,.328,.338,.480,.536,.379,.409,.525,.353,.240,.833,.000,0,.275,.357,1,1,,willima01
313,Tim Frazier,25,2TM,PG,51,2,741,.419,12.4,.790,.284,.144,.148,.218,.210,.442,.569,.364,.294,.420,.333,.288,.563,.004,1,.042,.000,0,0,,fraziti01
313,Tim Frazier,25,POR,PG,35,1,272,.333,12.6,.717,.300,.150,.100,.183,.283,.395,.444,.444,.333,.273,.176,.471,.667,.017,1,.059,.000,0,0,,fraziti01
313,Tim Frazier,25,NOP,PG,16,1,469,.450,12.2,.817,.278,.142,.166,.231,.183,.457,.617,.333,.286,.462,.419,.238,.538,.000,0,.032,.000,0,0,,fraziti01
314,Norman Powell,22,TOR,SG,49,24,725,.424,13.7,.611,.279,.109,.083,.144,.389,.436,.609,.120,.316,.394,.404,.344,.944,.061,14,.461,.512,0,0,,powelno01
315,James Anderson,26,SAC,SG,51,15,721,.376,14.8,.517,.253,.152,.051,.062,.483,.478,.622,.407,.000,.455,.267,.523,.870,.039,6,.198,.412,1,0,,anderja01
316,Tyler Zeller,26,BOS,C,60,3,710,.476,7.0,1.000,.434,.252,.072,.241,.000,.476,.675,.301,.190,.386,,.783,,.066,16,,,0,0,,zellety01
317,Beno Udrih,33,2TM,PG,44,5,707,.434,14.4,.778,.187,.051,.247,.288,.222,.461,.514,.400,.531,.386,.341,.352,.933,.000,0,.318,.500,2,0,,udrihbe01
317,Beno Udrih,33,MEM,PG,8,0,120,.435,14.0,.761,.239,.065,.174,.283,.239,.457,.455,.667,.500,.385,.364,.438,1.000,.000,0,.455,.600,0,0,,udrihbe01
317,Beno Udrih,33,MIA,PG,36,5,587,.434,14.9,.783,.171,.046,.270,.289,.217,.462,.538,.286,.537,.386,.333,.327,.909,.000,0,.273,.444,2,0,,udrihbe01
318,Dewayne Dedmon,26,ORL,C,58,20,705,.559,4.3,1.000,.599,.232,.090,.079,.000,.559,.651,.415,.500,.357,,.778,,.249,38,,,0,0,,dedmode01
319,Mike Dunleavy,35,CHI,SF,31,30,703,.410,15.8,.473,.277,.053,.048,.096,.527,.427,.596,.100,.111,.278,.394,.763,1.000,.005,1,.222,.409,0,0,,dunlemi02
320,Richaun Holmes,22,PHI,PF,51,1,702,.514,7.7,.802,.572,.126,.072,.032,.198,.596,.724,.214,.375,.286,.182,.717,1.000,.212,46,.091,.250,2,0,,holmeri01
321,Nick Collison,35,OKC,PF,59,4,699,.459,5.0,.982,.523,.294,.073,.092,.018,.467,.509,.406,.500,.400,.000,.660,,.046,4,.500,.000,0,0,,collini01
322,Cameron Payne,21,OKC,PG,57,1,698,.410,15.3,.601,.129,.194,.162,.115,.399,.467,.472,.426,.489,.500,.324,.141,.778,.004,1,.279,.355,1,0,,payneca01
323,Seth Curry,25,SAC,PG,44,9,692,.455,17.7,.504,.089,.147,.071,.196,.496,.460,.700,.394,.563,.364,.450,.423,.780,.000,0,.243,.556,1,0,,curryse01
324,Kelly Oubre Jr.,20,WAS,SF,63,9,671,.427,11.6,.626,.417,.142,.024,.043,.374,.492,.591,.333,.600,.000,.316,.523,1.000,.109,19,.291,.304,1,0,,oubreke01
325,Charlie Villanueva,31,DAL,PF,62,4,665,.382,15.5,.474,.190,.202,.046,.037,.526,.503,.629,.424,.467,.333,.273,.564,.979,.012,4,.163,.357,0,0,,villach01
326,Jeff Withey,25,UTA,C,51,10,658,.537,4.2,.988,.586,.259,.086,.056,.012,.544,.653,.405,.429,.222,.000,.805,,.198,27,.000,,1,0,,witheje01
327,C.J. Watson,31,ORL,PG,33,2,656,.343,15.8,.650,.197,.102,.102,.248,.350,.371,.481,.357,.571,.206,.292,.424,.929,.000,0,.292,.643,2,0,,watsocj01
328,Tyler Ennis,21,MIL,PG,46,7,654,.449,10.5,.791,.380,.144,.187,.080,.209,.480,.563,.296,.486,.400,.333,.338,1.000,.000,0,.179,.714,1,0,,ennisty01
329,Justin Anderson,22,DAL,SF,55,9,647,.406,14.9,.526,.251,.097,.063,.114,.474,.533,.773,.235,.455,.300,.265,.449,.909,.097,17,.410,.294,0,0,,anderju01
330,Joakim Noah,30,CHI,C,29,2,635,.383,2.9,.992,.737,.195,.015,.045,.008,.386,.439,.192,.500,.333,.000,.588,,.075,9,.000,,0,0,,noahjo01
331,Andrea Bargnani,30,BRK,C,46,0,634,.455,13.8,.943,.140,.122,.194,.487,.057,.471,.462,.471,.593,.426,.188,.863,1.000,.000,0,.000,,1,0,,bargnan01
332,Kirk Hinrich,35,2TM,PG,46,7,631,.380,15.9,.519,.194,.109,.070,.147,.481,.373,.480,.286,.000,.474,.387,.440,.708,.000,0,.258,.438,0,0,,hinriki01
332,Kirk Hinrich,35,CHI,PG,35,7,555,.398,16.3,.525,.186,.119,.059,.161,.475,.387,.500,.286,.000,.474,.411,.417,.696,.000,0,.250,.429,0,0,,hinriki01
332,Kirk Hinrich,35,ATL,PG,11,0,76,.182,15.5,.455,.273,.000,.182,.000,.545,.200,.333,,.000,,.167,1.000,1.000,.000,0,.333,.500,0,0,,hinriki01
333,Sean Kilpatrick,26,2TM,SG,31,0,616,.456,16.8,.578,.252,.148,.081,.096,.422,.538,.691,.375,.500,.423,.342,.571,.872,.015,3,.333,.395,0,0,,kilpase01
333,Sean Kilpatrick,26,DEN,SG,8,0,82,.381,19.9,.190,.095,.095,.000,.000,.810,1.000,1.000,1.000,,,.235,.250,1.000,.000,0,.471,.250,0,0,,kilpase01
333,Sean Kilpatrick,26,BRK,SG,23,0,534,.462,13.7,.610,.265,.153,.088,.104,.390,.526,.682,.342,.500,.423,.361,.588,.857,.016,3,.309,.433,0,0,,kilpase01
334,Rondae Hollis-Jefferson,21,BRK,SF,29,17,615,.457,9.2,.899,.449,.138,.080,.232,.101,.476,.581,.158,.636,.406,.286,.576,.750,.065,9,.357,.200,0,0,,holliro01
335,Shabazz Napier,24,ORL,PG,55,0,600,.338,18.1,.483,.134,.070,.065,.214,.517,.351,.259,.357,.385,.395,.327,.206,.647,.000,0,.154,.250,0,0,,napiesh01
336,Anthony Brown,23,LAL,SF,29,11,599,.310,18.1,.444,.143,.063,.087,.151,.556,.339,.389,.125,.455,.316,.286,.684,.950,.008,1,.314,.318,0,0,,brownan02
337,Josh McRoberts,28,MIA,PF,42,1,595,.372,13.4,.669,.264,.176,.088,.142,.331,.434,.564,.423,.154,.381,.245,.581,1.000,.061,8,.082,.250,1,0,,mcrobjo01
338,Metta World Peace,36,LAL,SF,35,5,590,.311,15.0,.525,.254,.107,.062,.102,.475,.312,.333,.211,.273,.389,.310,.414,.923,.006,1,.381,.313,0,0,,artesro01
339,Tiago Splitter,31,ATL,C,36,2,579,.523,3.0,.987,.748,.194,.013,.032,.013,.529,.595,.333,.000,.400,.000,.753,,.077,12,.500,.000,1,0,,splitti01
340,Ian Clark,24,GSW,SG,66,1,578,.441,14.5,.584,.238,.139,.114,.094,.416,.500,.625,.357,.391,.526,.357,.492,.933,.005,1,.333,.321,0,0,,clarkia01
341,Tyus Jones,19,MIN,PG,37,0,573,.359,13.5,.660,.205,.231,.096,.128,.340,.388,.531,.389,.200,.300,.302,.275,.625,.000,0,.189,.300,0,0,,jonesty01
342,Carl Landry,32,PHI,PF,36,12,569,.556,10.3,.948,.368,.112,.116,.352,.052,.561,.750,.357,.552,.432,.462,.759,1.000,.048,12,.154,.500,0,0,,landrca01
343,Mike Muscala,24,ATL,C,60,0,565,.500,11.9,.743,.342,.125,.092,.184,.257,.566,.673,.632,.286,.464,.308,.797,1.000,.046,6,.308,.250,1,0,,muscami01
344,Kevin Garnett,39,MIN,PF,38,38,556,.470,13.6,.991,.157,.122,.139,.574,.009,.474,.667,.500,.313,.455,.000,.944,,.017,1,1.000,.000,0,0,,garneke01
345,Donatas Motiejūnas,25,HOU,PF,37,22,547,.439,10.8,.722,.205,.400,.098,.020,.278,.500,.595,.488,.350,.500,.281,.716,1.000,.010,2,.368,.143,0,0,,motiedo01
346,Jusuf Nurkić,21,DEN,C,32,3,547,.417,4.5,.988,.483,.397,.041,.066,.012,.423,.496,.344,.300,.438,.000,.743,,.045,11,.000,,0,0,,nurkiju01
347,Kendrick Perkins,31,NOP,C,37,5,542,.533,6.3,1.000,.347,.453,.067,.133,.000,.533,.654,.529,.200,.400,,.850,,.027,2,,,0,0,,perkike01
348,Kevin Séraphin,26,NYK,C,48,0,526,.410,9.2,.990,.200,.337,.283,.171,.010,.414,.537,.435,.328,.371,.000,.607,,.044,7,.000,,1,0,,serapke01
349,Boban Marjanović,27,SAS,C,54,4,508,.603,4.6,1.000,.483,.345,.132,.040,.000,.603,.738,.500,.391,.571,,.619,,.201,32,,,0,0,,marjabo01
350,Glenn Robinson III,22,IND,SF,45,4,508,.430,11.9,.755,.331,.139,.060,.225,.245,.447,.580,.476,.222,.294,.378,.627,.929,.113,15,.405,.400,0,0,,robingl02
351,Sonny Weems,29,2TM,SF,43,0,499,.382,14.1,.627,.255,.118,.127,.127,.373,.391,.500,.385,.143,.429,.366,.630,1.000,.036,4,.390,.375,0,0,,weemsso01
351,Sonny Weems,29,PHO,SG,36,0,421,.393,14.9,.640,.247,.101,.135,.157,.360,.386,.500,.333,.167,.429,.406,.591,1.000,.034,3,.406,.462,0,0,,weemsso01
351,Sonny Weems,29,PHI,SF,7,0,78,.333,13.4,.571,.286,.190,.095,.000,.429,.417,.500,.500,.000,,.222,.800,1.000,.048,1,.333,.000,0,0,,weemsso01
352,Tarik Black,24,LAL,C,39,0,496,.548,2.8,1.000,.702,.240,.038,.029,.000,.548,.658,.320,.250,.000,,.737,,.346,31,,,0,0,,blackta01
353,Anderson Varejão,33,2TM,C,53,0,496,.427,7.9,.992,.379,.202,.194,.218,.008,.431,.511,.400,.500,.259,.000,.717,,.008,1,.000,,0,0,,varejan01
353,Anderson Varejão,33,CLE,C,31,0,310,.421,9.3,.987,.289,.224,.250,.224,.013,.427,.545,.294,.474,.353,.000,.750,,.000,0,.000,,0,0,,varejan01
353,Anderson Varejão,33,GSW,C,22,0,186,.438,6.5,1.000,.521,.167,.104,.208,.000,.438,.480,.625,.600,.100,,.667,,.021,1,,,0,0,,varejan01
354,Adreian Payne,24,MIN,PF,52,2,486,.366,12.6,.779,.228,.214,.076,.262,.221,.389,.606,.258,.273,.342,.281,.591,.889,.069,9,.250,.250,0,0,,paynead01
355,John Jenkins,24,2TM,SG,43,3,480,.444,15.6,.681,.169,.119,.056,.338,.319,.505,.704,.368,.333,.481,.314,.600,.875,.000,0,.294,.467,0,0,,jenkijo01
355,John Jenkins,24,DAL,SG,21,1,193,.414,15.4,.729,.129,.157,.071,.371,.271,.510,.778,.455,.400,.462,.158,.615,1.000,.000,0,.263,.200,0,0,,jenkijo01
355,John Jenkins,24,PHO,SG,22,2,287,.467,15.7,.644,.200,.089,.044,.311,.356,.500,.667,.250,.250,.500,.406,.586,.846,.000,0,.313,.600,0,0,,jenkijo01
356,Troy Daniels,24,CHO,SG,43,0,476,.476,21.2,.348,.037,.053,.064,.193,.652,.462,.571,.400,.250,.528,.484,.800,.949,.000,0,.254,.613,0,0,,danietr01
357,Ray McCallum,24,2TM,PG,41,6,475,.377,13.8,.712,.226,.089,.178,.219,.288,.385,.606,.154,.346,.281,.357,.450,.933,.007,1,.310,.308,0,0,,mccalra01
357,Ray McCallum,24,SAS,PG,31,3,256,.403,12.1,.761,.299,.090,.224,.149,.239,.431,.600,.167,.400,.300,.313,.455,1.000,.015,1,.500,.375,0,0,,mccalra01
357,Ray McCallum,24,MEM,PG,10,3,219,.354,15.5,.671,.165,.089,.139,.278,.329,.340,.615,.143,.273,.273,.385,.444,.900,.000,0,.192,.200,0,0,,mccalra01
358,Jason Thompson,29,2TM,C,47,7,471,.481,7.7,.861,.398,.269,.111,.083,.139,.505,.651,.414,.250,.444,.333,.660,1.000,.074,8,.133,.000,0,0,,thompja02
358,Jason Thompson,29,GSW,C,28,1,179,.476,5.7,1.000,.405,.381,.167,.048,.000,.476,.647,.313,.429,.500,,.600,,.095,4,,,0,0,,thompja02
