"PLAYER_NAME","FGM_LT_10_10FT","FGA_LT_10_10FT","LT_10_PCT_10FT","NS_LT_10_PCT_10FT","PLUSMINUS_10FT","FGM_GT_15_15FT","FGA_GT_15_15FT","NS_GT_15_PCT_15FT","PLUSMINUS_15FT","FG2M_2P","FG2A_2P","FG2_PCT_2P","NS_FG2_PCT_2P","PLUSMINUS_2P","FGM_LT_06_6FT","FGA_LT_06_6FT","LT_06_PCT_6FT","NS_LT_06_PCT_6FT","PLUSMINUS_6FT","FG3M_3P","FG3A_3P","FG3_PCT_3P","NS_FG3_PCT_3P","PLUSMINUS_3P","D_FGM_OVERALL","D_FGA_OVERALL","D_FG_PCT_OVERALL","NORMAL_FG_PCT_OVERALL","PCT_PLUSMINUS_OVERALL"
"Brook Lopez",4.99,10.27,0.485,0.553,-0.068,1.53,3.74,0.38,0.03,6.38,13.79,0.463,0.505,-0.042,4.11,7.89,0.521,0.603,-0.082,0.52,1.33,0.392,0.337,0.055,6.9,15.12,0.457,0.479,-0.023
"Hassan Whiteside",5.03,10.11,0.497,0.55,-0.053,1.01,3.07,0.386,-0.056,6.44,13.6,0.473,0.503,-0.029,3.89,7.63,0.51,0.597,-0.087,0.25,0.86,0.286,0.351,-0.066,6.68,14.47,0.462,0.478,-0.016
"Pau Gasol",4.43,9.6,0.462,0.557,-0.096,1.44,3.42,0.381,0.042,6.03,13.26,0.454,0.508,-0.053,3.71,7.42,0.5,0.608,-0.108,0.31,0.97,0.314,0.336,-0.021,6.33,14.24,0.445,0.484,-0.039
"DeMarcus Cousins",4.83,9.56,0.505,0.544,-0.039,2.39,5.91,0.379,0.025,6.55,13.95,0.469,0.496,-0.027,3.86,7.14,0.54,0.595,-0.054,1.14,2.89,0.395,0.352,0.043,7.69,16.84,0.456,0.464,-0.008
"Marcin Gortat",4.51,9,0.501,0.554,-0.053,1.67,4.41,0.38,-0.003,6.35,13.33,0.476,0.502,-0.026,3.63,6.6,0.549,0.603,-0.053,0.67,1.76,0.379,0.354,0.025,7.01,15.09,0.465,0.474,-0.009
"Karl-Anthony Towns",4.65,8.87,0.524,0.551,-0.026,1.43,3.68,0.382,0.005,5.63,11.49,0.49,0.505,-0.014,3.84,6.83,0.563,0.601,-0.039,0.74,1.91,0.389,0.362,0.026,6.38,13.4,0.476,0.474,0.002
"Andre Drummond",4.62,8.64,0.534,0.555,-0.02,1.73,3.69,0.39,0.078,6.37,12.54,0.508,0.508,0,3.79,6.7,0.565,0.602,-0.037,0.52,1.17,0.442,0.34,0.102,6.89,13.72,0.502,0.486,0.016
"DeAndre Jordan",4.09,8.47,0.483,0.545,-0.061,1.81,5.04,0.382,-0.024,5.68,12.86,0.441,0.497,-0.056,3.25,6.26,0.519,0.592,-0.073,0.64,1.95,0.327,0.354,-0.028,6.31,14.81,0.426,0.47,-0.044
"Al Horford",4.17,8.45,0.494,0.547,-0.053,1.6,4.32,0.382,-0.012,5.6,12.05,0.465,0.497,-0.033,3.37,6.33,0.532,0.595,-0.063,0.61,1.79,0.34,0.353,-0.012,6.21,13.84,0.448,0.469,-0.021
"Nikola Vučević",4.36,8.42,0.518,0.552,-0.034,1.08,2.92,0.388,-0.019,5.53,11.59,0.477,0.501,-0.024,3.56,6.17,0.577,0.6,-0.023,0.27,0.89,0.298,0.354,-0.056,5.8,12.48,0.464,0.479,-0.015
"Serge Ibaka",4.31,8.4,0.513,0.544,-0.031,2.29,6.27,0.37,-0.004,5.74,12.06,0.476,0.495,-0.019,3.73,6.91,0.54,0.593,-0.053,1.21,3.36,0.359,0.349,0.01,6.95,15.42,0.451,0.46,-0.009
"Jahlil Okafor",4.28,8.4,0.51,0.551,-0.041,1.87,4.49,0.388,0.028,6.09,12.17,0.501,0.504,-0.003,3.57,6.51,0.548,0.597,-0.049,0.62,1.7,0.367,0.338,0.029,6.72,13.87,0.484,0.479,0.006
"Robin Lopez",3.93,8.22,0.478,0.55,-0.072,1.73,3.67,0.379,0.093,5.74,11.94,0.481,0.501,-0.02,3.16,6.44,0.491,0.599,-0.109,0.43,1.12,0.38,0.342,0.039,6.17,13.06,0.472,0.478,-0.006
"Rudy Gobert",3.79,8.07,0.47,0.549,-0.08,1.18,3.18,0.377,-0.006,4.85,10.8,0.449,0.501,-0.052,3.03,6.18,0.491,0.595,-0.104,0.49,1.36,0.361,0.35,0.011,5.34,12.16,0.439,0.474,-0.035
"Derrick Favors",3.79,8.06,0.47,0.554,-0.084,2.1,4.97,0.376,0.046,5.24,11.34,0.462,0.503,-0.041,3.06,6.06,0.505,0.602,-0.097,0.97,2.45,0.395,0.347,0.048,6.21,13.79,0.45,0.472,-0.022
"Marc Gasol",3.65,7.69,0.475,0.55,-0.075,1.23,3.35,0.376,-0.008,4.88,10.75,0.454,0.505,-0.05,3.23,6.12,0.528,0.601,-0.073,0.42,1.31,0.324,0.342,-0.018,5.31,12.06,0.44,0.478,-0.037
"Draymond Green",3.54,7.59,0.467,0.548,-0.082,2.52,7.31,0.365,-0.021,5.27,12.17,0.433,0.491,-0.058,2.89,5.62,0.514,0.597,-0.083,1.25,4.26,0.293,0.345,-0.053,6.52,16.43,0.397,0.455,-0.058
"Nerlens Noel",3.85,7.55,0.51,0.557,-0.047,1.67,4.09,0.375,0.034,5.1,10.48,0.487,0.505,-0.018,3.33,6.43,0.517,0.603,-0.086,0.79,1.97,0.402,0.352,0.05,5.9,12.45,0.474,0.475,-0.001
"Jonas Valančiūnas",3.9,7.53,0.518,0.551,-0.033,1.31,3.29,0.381,0.016,5.14,10.64,0.482,0.499,-0.017,3.25,5.83,0.558,0.598,-0.04,0.47,1.15,0.412,0.352,0.06,5.61,11.8,0.476,0.474,0.002
"Greg Monroe",4.05,7.49,0.541,0.552,-0.011,1.18,3.06,0.381,0.003,5.16,10.19,0.507,0.502,0.005,3.53,5.99,0.59,0.6,-0.01,0.46,1.15,0.396,0.349,0.046,5.62,11.34,0.496,0.474,0.021
"Mason Plumlee",4.04,7.49,0.539,0.557,-0.018,1.1,2.62,0.384,0.035,5.23,9.98,0.524,0.51,0.015,3.22,5.85,0.55,0.605,-0.055,0.24,0.87,0.282,0.342,-0.06,5.48,10.84,0.505,0.485,0.02
"Kristaps Porziņģis",3.61,7.47,0.483,0.55,-0.067,1.89,5.5,0.375,-0.032,4.85,10.83,0.447,0.5,-0.052,3.08,6.07,0.508,0.6,-0.091,0.83,2.74,0.305,0.353,-0.049,5.68,13.57,0.419,0.465,-0.046
"Anthony Davis",3.87,7.46,0.519,0.553,-0.035,2.21,6.41,0.38,-0.034,5.2,11.26,0.461,0.501,-0.04,3,5.38,0.558,0.597,-0.039,1.21,3.56,0.341,0.356,-0.015,6.41,14.82,0.433,0.466,-0.034
"Kevin Love",4.27,7.42,0.576,0.549,0.028,1.99,4.86,0.376,0.033,5.77,10.92,0.528,0.496,0.031,3.21,5.08,0.632,0.599,0.032,0.91,2.43,0.374,0.358,0.017,6.68,13.35,0.5,0.465,0.035
"Steven Adams",3.48,7.35,0.473,0.549,-0.077,1.65,4.93,0.379,-0.044,4.85,11.13,0.436,0.502,-0.066,2.93,5.4,0.542,0.601,-0.059,0.68,2.08,0.325,0.355,-0.03,5.53,13.2,0.419,0.472,-0.053
"Myles Turner",3.75,7.35,0.51,0.545,-0.035,1.17,3.47,0.375,-0.038,4.47,9.48,0.471,0.496,-0.025,3.07,5.9,0.52,0.594,-0.074,0.7,2.02,0.347,0.346,0.002,5.17,11.5,0.449,0.464,-0.014
"Zaza Pachulia",4.08,7.32,0.558,0.546,0.012,1.18,3.38,0.382,-0.032,5.43,10.55,0.515,0.5,0.015,3.39,5.66,0.6,0.593,0.007,0.28,1.07,0.259,0.343,-0.084,5.71,11.62,0.492,0.477,0.015
"Paul Millsap",3.81,7.3,0.523,0.553,-0.03,2.11,5.49,0.371,0.013,5.07,10.32,0.492,0.498,-0.006,3.2,5.84,0.548,0.603,-0.055,1.19,3.28,0.361,0.353,0.008,6.26,13.6,0.46,0.463,-0.003
"Dwight Howard",3.91,7.14,0.548,0.546,0.002,1.36,3.57,0.383,-0.003,5.3,10.73,0.494,0.494,0,3.26,5.53,0.589,0.596,-0.007,0.44,1.36,0.326,0.352,-0.025,5.74,12.09,0.475,0.467,0.008
"Roy Hibbert",3.74,7.07,0.529,0.556,-0.027,1.28,3.09,0.386,0.03,5.02,9.89,0.508,0.505,0.003,3.1,5.28,0.586,0.603,-0.017,0.49,1.27,0.388,0.361,0.028,5.52,11.16,0.494,0.477,0.017
"Tristan Thompson",3.59,7.06,0.509,0.543,-0.034,1.57,4.25,0.373,-0.004,5.05,10.43,0.484,0.492,-0.008,2.86,5.1,0.562,0.594,-0.032,0.65,2.1,0.312,0.351,-0.039,5.7,12.53,0.455,0.462,-0.007
"Tim Duncan",3.2,7,0.457,0.543,-0.087,1.16,3.05,0.373,0.009,4.57,10.51,0.435,0.499,-0.064,2.61,5.26,0.495,0.593,-0.097,0.3,0.75,0.391,0.347,0.044,4.87,11.26,0.432,0.474,-0.041
"Gorgui Dieng",3.76,6.72,0.559,0.549,0.01,1.27,3.2,0.382,0.015,4.8,9.21,0.522,0.501,0.021,3.18,5.34,0.596,0.598,-0.002,0.5,1.44,0.347,0.349,-0.001,5.3,10.65,0.498,0.471,0.027
"Ian Mahinmi",3.51,6.69,0.524,0.546,-0.022,1.18,2.99,0.389,0.007,4.68,9.42,0.496,0.495,0.001,2.9,5.11,0.567,0.598,-0.031,0.49,1.28,0.385,0.348,0.037,5.17,10.7,0.483,0.467,0.016
"Bismack Biyombo",2.99,6.63,0.451,0.544,-0.093,0.99,2.42,0.374,0.034,3.86,8.69,0.445,0.493,-0.049,2.48,5.16,0.481,0.591,-0.111,0.38,1.15,0.333,0.346,-0.013,4.25,9.84,0.432,0.464,-0.032
"Dirk Nowitzki",3.45,6.61,0.522,0.544,-0.022,2.27,5.72,0.373,0.023,5.07,10.08,0.503,0.496,0.007,2.93,5.24,0.56,0.593,-0.034,1.13,3.31,0.343,0.354,-0.011,6.2,13.39,0.463,0.46,0.003
"Alex Len",3.35,6.55,0.512,0.55,-0.039,1.22,3.27,0.372,0.001,4.49,9.27,0.485,0.502,-0.017,2.74,4.78,0.573,0.597,-0.024,0.43,1.31,0.327,0.329,-0.002,4.92,10.58,0.465,0.472,-0.007
"Jordan Hill",3.44,6.38,0.539,0.548,-0.009,1.22,3.04,0.377,0.024,4.53,8.73,0.52,0.501,0.019,2.67,4.6,0.58,0.594,-0.014,0.49,1.48,0.333,0.348,-0.015,5.03,10.21,0.493,0.47,0.023
"Andrew Bogut",3.04,6.34,0.48,0.548,-0.068,1,2.64,0.377,0.001,4.11,9.17,0.449,0.499,-0.051,2.5,4.9,0.51,0.6,-0.09,0.27,0.81,0.333,0.339,-0.005,4.39,9.99,0.439,0.472,-0.033
"Clint Capela",3.09,6.27,0.493,0.543,-0.05,1.08,3.13,0.374,-0.029,3.94,8.43,0.467,0.495,-0.028,2.61,4.88,0.535,0.592,-0.057,0.52,1.65,0.315,0.349,-0.035,4.45,10.08,0.442,0.466,-0.024
"Festus Ezeli",2.98,6.26,0.476,0.543,-0.067,0.74,2.28,0.375,-0.051,3.78,8.48,0.446,0.494,-0.047,2.37,4.61,0.514,0.59,-0.076,0.17,0.65,0.267,0.35,-0.084,3.96,9.13,0.433,0.471,-0.037
"LaMarcus Aldridge",3.15,6.18,0.51,0.548,-0.038,2.03,5.38,0.369,0.008,4.78,10.3,0.465,0.493,-0.029,2.55,4.42,0.578,0.596,-0.018,0.86,2.42,0.358,0.348,0.01,5.65,12.72,0.444,0.462,-0.018
"Jared Sullinger",3.3,6.16,0.535,0.552,-0.016,1.09,2.99,0.37,-0.006,4.35,9.06,0.48,0.502,-0.022,2.49,4.35,0.572,0.6,-0.028,0.43,1.08,0.395,0.339,0.057,4.78,10.14,0.471,0.476,-0.005
"Amir Johnson",2.91,6.1,0.477,0.547,-0.07,1.56,3.53,0.374,0.07,4.12,8.81,0.467,0.497,-0.03,2.47,4.68,0.529,0.596,-0.068,0.76,1.79,0.421,0.355,0.066,4.87,10.6,0.459,0.465,-0.006
"Giannis Antetokounmpo",3.01,6.03,0.5,0.55,-0.05,2.21,5.61,0.371,0.023,3.96,8.36,0.474,0.497,-0.023,2.61,4.86,0.537,0.6,-0.063,1.59,4.05,0.392,0.354,0.038,5.55,12.41,0.447,0.455,-0.008
"Thaddeus Young",3.49,5.86,0.596,0.55,0.045,1.84,5.38,0.371,-0.03,4.78,8.86,0.539,0.497,0.043,2.9,4.63,0.627,0.599,0.028,1.08,3.48,0.311,0.354,-0.043,5.86,12.34,0.475,0.459,0.016
"Cody Zeller",2.93,5.85,0.501,0.553,-0.052,1.05,2.67,0.385,0.01,3.85,8.08,0.476,0.504,-0.028,2.38,4.3,0.554,0.6,-0.046,0.45,1.18,0.384,0.347,0.037,4.3,9.26,0.464,0.477,-0.012
"Enes Freedom",3.04,5.85,0.519,0.547,-0.028,1.12,2.85,0.377,0.016,3.96,8.3,0.477,0.496,-0.019,2.41,4.23,0.571,0.597,-0.026,0.44,1.15,0.383,0.357,0.026,4.4,9.45,0.466,0.467,-0.001
"Nikola Jokić",2.9,5.84,0.497,0.553,-0.056,1.28,3.19,0.382,0.019,4.04,8.46,0.478,0.504,-0.027,2.47,4.7,0.526,0.601,-0.075,0.49,1.23,0.402,0.344,0.058,4.53,9.68,0.468,0.476,-0.008
"Kosta Koufos",2.84,5.84,0.487,0.545,-0.059,1.27,2.82,0.381,0.071,3.9,8.06,0.483,0.498,-0.015,2.19,4.13,0.531,0.598,-0.066,0.55,1.35,0.404,0.357,0.047,4.44,9.42,0.472,0.466,0.006
"Julius Randle",3.57,5.83,0.612,0.547,0.065,1.7,4.67,0.374,-0.009,4.48,8.23,0.544,0.497,0.047,2.91,4.46,0.654,0.599,0.054,1.11,3.04,0.366,0.354,0.012,5.59,11.27,0.496,0.461,0.035
"Ryan Anderson",3.15,5.71,0.552,0.543,0.009,1.64,4.76,0.369,-0.025,4.14,8.52,0.486,0.489,-0.003,2.53,4.12,0.614,0.593,0.021,0.98,2.8,0.351,0.361,-0.009,5.12,11.32,0.452,0.452,0.001
"Timofey Mozgov",2.8,5.68,0.493,0.55,-0.057,0.91,2.76,0.373,-0.045,3.86,8.36,0.461,0.5,-0.039,2.13,4.08,0.523,0.602,-0.079,0.26,0.92,0.286,0.348,-0.062,4.12,9.28,0.444,0.476,-0.032
"Blake Griffin",3.34,5.66,0.591,0.543,0.048,2.4,6.11,0.369,0.023,5.06,9.91,0.51,0.494,0.016,2.71,4.54,0.597,0.594,0.004,1.17,3.03,0.387,0.351,0.036,6.23,12.94,0.481,0.462,0.019
"Chris Bosh",2.94,5.58,0.527,0.547,-0.02,2.11,5.55,0.375,0.006,4.53,9.58,0.472,0.491,-0.018,2.38,4,0.594,0.6,-0.006,1.02,2.6,0.391,0.355,0.036,5.55,12.19,0.455,0.455,0.001
"Zach Randolph",3.32,5.49,0.606,0.551,0.055,1.4,4,0.379,-0.03,4.41,8.21,0.538,0.503,0.035,2.96,4.47,0.661,0.596,0.065,0.56,1.91,0.292,0.358,-0.065,4.97,10.12,0.491,0.473,0.018
"Ed Davis",2.6,5.43,0.48,0.546,-0.066,0.94,2.62,0.375,-0.017,3.4,7.46,0.455,0.499,-0.044,2.22,4.46,0.499,0.594,-0.096,0.35,1.16,0.298,0.339,-0.041,3.74,8.62,0.434,0.471,-0.037
"Tyson Chandler",3.09,5.42,0.57,0.559,0.011,1.42,3.42,0.384,0.032,4.26,7.65,0.556,0.508,0.048,2.68,4.36,0.615,0.61,0.005,0.58,1.77,0.325,0.353,-0.029,4.83,9.42,0.513,0.475,0.038
"Kenneth Faried",3.16,5.39,0.587,0.547,0.04,1.7,3.94,0.374,0.058,4.37,8.1,0.54,0.497,0.043,2.67,4.21,0.635,0.595,0.039,0.78,1.85,0.419,0.348,0.071,5.15,9.96,0.517,0.465,0.052
"Al Jefferson",2.85,5.13,0.556,0.548,0.008,1.09,2.72,0.397,0.001,4.17,8.13,0.513,0.498,0.015,2.17,3.4,0.638,0.599,0.038,0.13,0.62,0.207,0.332,-0.125,4.3,8.74,0.491,0.477,0.015
"John Henson",2.33,5.12,0.455,0.545,-0.089,1.02,2.74,0.375,-0.003,2.88,6.72,0.428,0.492,-0.064,2.05,4.44,0.462,0.594,-0.132,0.58,1.51,0.384,0.357,0.027,3.46,8.23,0.42,0.459,-0.038
"Jon Leuer",2.77,5.12,0.541,0.538,0.003,1.02,2.48,0.373,0.036,3.39,6.59,0.515,0.491,0.024,2.26,3.85,0.587,0.591,-0.004,0.55,1.52,0.36,0.354,0.006,3.94,8.11,0.486,0.453,0.033
"Aron Baynes",2.63,5.11,0.513,0.545,-0.031,0.83,1.81,0.382,0.074,3.49,6.81,0.512,0.498,0.014,2.01,3.7,0.544,0.591,-0.047,0.23,0.65,0.346,0.344,0.002,3.71,7.46,0.497,0.473,0.024
"Taj Gibson",2.53,5.04,0.503,0.551,-0.048,1.88,5.03,0.375,-0.002,3.78,8.08,0.468,0.495,-0.027,2.1,4.03,0.52,0.599,-0.079,0.92,2.67,0.344,0.363,-0.019,4.7,10.75,0.437,0.46,-0.024
"Luol Deng",2.91,5.03,0.578,0.548,0.03,1.81,4.88,0.375,-0.003,4.31,8.43,0.511,0.491,0.02,2.36,3.65,0.648,0.6,0.048,0.93,2.7,0.345,0.357,-0.012,5.24,11.14,0.471,0.452,0.018
"Jusuf Nurkić",2.77,5.03,0.551,0.541,0.01,0.9,2.48,0.372,-0.009,3.52,6.81,0.517,0.497,0.02,2.39,3.77,0.632,0.59,0.042,0.39,1.13,0.343,0.347,-0.004,3.9,7.94,0.492,0.466,0.025
"James Harden",3.02,5.01,0.603,0.55,0.053,2.88,7.54,0.371,0.01,4.12,7.68,0.537,0.492,0.044,2.61,3.85,0.677,0.601,0.076,2.12,5.61,0.378,0.358,0.02,6.24,13.29,0.47,0.446,0.024
"Jerami Grant",2.44,4.99,0.49,0.549,-0.059,1.87,5.19,0.369,-0.009,3.49,7.7,0.454,0.493,-0.039,2.16,3.97,0.542,0.599,-0.057,1.04,3.1,0.335,0.351,-0.016,4.53,10.81,0.419,0.453,-0.034
"Rudy Gay",2.81,4.9,0.574,0.549,0.025,2.25,6.42,0.375,-0.025,3.9,7.74,0.504,0.493,0.011,2.39,3.61,0.663,0.602,0.061,1.54,4.41,0.349,0.358,-0.009,5.43,12.14,0.447,0.452,-0.004
"Marvin Williams",2.52,4.89,0.515,0.548,-0.033,1.94,4.99,0.371,0.018,3.69,7.47,0.494,0.493,0.001,2.22,4,0.556,0.6,-0.045,1.07,3.1,0.347,0.353,-0.006,4.77,10.57,0.451,0.452,-0.002
"Jared Dudley",2.6,4.86,0.536,0.541,-0.005,1.38,3.95,0.37,-0.02,3.6,7.33,0.492,0.488,0.004,2.15,3.51,0.613,0.595,0.018,0.73,2.25,0.324,0.352,-0.028,4.33,9.58,0.452,0.45,0.002
"Nene",2.66,4.86,0.548,0.542,0.006,0.95,2.2,0.38,0.051,3.5,6.88,0.509,0.496,0.013,2.16,3.66,0.59,0.588,0.002,0.38,0.89,0.42,0.351,0.069,3.88,7.77,0.499,0.467,0.032
"Jeff Withey",2.23,4.85,0.459,0.544,-0.085,0.67,1.79,0.372,0,2.79,6.31,0.442,0.499,-0.056,1.79,3.85,0.465,0.594,-0.129,0.17,0.63,0.267,0.334,-0.068,2.96,6.94,0.426,0.47,-0.044
"Omer Asik",2.73,4.84,0.565,0.56,0.005,0.97,2.54,0.378,0.005,3.78,7.31,0.516,0.508,0.009,2.24,3.91,0.573,0.604,-0.032,0.15,0.6,0.25,0.352,-0.102,3.93,7.91,0.496,0.486,0.01
"Ersan Ilyasova",2.78,4.82,0.577,0.547,0.03,1.59,3.8,0.376,0.044,3.92,7.19,0.545,0.491,0.054,2.32,3.69,0.63,0.594,0.036,0.77,2.04,0.377,0.362,0.015,4.69,9.23,0.508,0.457,0.051
"Nikola Mirotic",2.74,4.8,0.571,0.544,0.027,1.77,4.83,0.37,-0.004,3.77,7.64,0.494,0.492,0.002,2.24,3.53,0.635,0.598,0.038,1.05,2.92,0.358,0.352,0.005,4.82,10.56,0.456,0.451,0.005
"Miles Plumlee",2.46,4.79,0.515,0.556,-0.041,0.63,1.86,0.379,-0.043,3.02,6.29,0.48,0.507,-0.027,2.13,3.88,0.548,0.611,-0.063,0.25,0.75,0.333,0.367,-0.033,3.27,7.04,0.464,0.478,-0.013
"Kelly Olynyk",2.57,4.79,0.537,0.541,-0.004,1.43,4.35,0.369,-0.041,3.56,7.63,0.466,0.489,-0.023,2.04,3.37,0.607,0.589,0.018,0.82,2.4,0.344,0.346,-0.003,4.38,10.03,0.437,0.454,-0.017
"Joakim Noah",2.55,4.79,0.532,0.542,-0.009,1.66,4.48,0.368,0.001,3.79,8.38,0.453,0.491,-0.038,2.21,3.48,0.634,0.585,0.048,0.79,2.03,0.39,0.338,0.052,4.59,10.41,0.44,0.458,-0.018
"Cole Aldrich",2.62,4.79,0.547,0.546,0.001,0.69,2.1,0.363,-0.036,3.34,6.45,0.519,0.496,0.022,2.33,4.02,0.579,0.59,-0.01,0.24,0.91,0.264,0.344,-0.08,3.59,7.36,0.487,0.46,0.027
"Meyers Leonard",2.57,4.73,0.542,0.55,-0.008,2.07,5.47,0.376,0.002,3.98,8.33,0.478,0.496,-0.018,1.92,3.3,0.581,0.603,-0.022,1,2.65,0.377,0.344,0.034,4.98,10.98,0.454,0.461,-0.007
"Darrell Arthur",2.44,4.71,0.518,0.549,-0.031,1.33,3.7,0.373,-0.014,3.23,7.04,0.458,0.495,-0.037,1.91,3.4,0.563,0.603,-0.04,0.73,1.99,0.367,0.351,0.016,3.96,9.03,0.438,0.459,-0.021
"Andrew Wiggins",2.6,4.67,0.558,0.545,0.013,2.86,7.44,0.368,0.017,3.98,7.77,0.512,0.49,0.021,2.17,3.51,0.62,0.595,0.024,1.8,5.06,0.356,0.35,0.006,5.78,12.83,0.45,0.444,0.006
"Terrence Jones",2.57,4.65,0.553,0.545,0.008,1.63,3.65,0.365,0.082,3.47,6.37,0.545,0.492,0.053,2.1,3.59,0.585,0.59,-0.004,1.04,2.45,0.425,0.347,0.078,4.51,8.82,0.512,0.454,0.058
"Spencer Hawes",2.46,4.61,0.532,0.544,-0.012,0.88,2.37,0.388,-0.017,3.28,6.77,0.484,0.492,-0.007,1.81,3.12,0.579,0.588,-0.009,0.23,0.68,0.333,0.34,-0.007,3.51,7.46,0.471,0.467,0.004
"Jimmy Butler III",2.49,4.61,0.54,0.548,-0.007,2.75,6.55,0.373,0.046,4.15,8.3,0.5,0.491,0.009,2.1,3.48,0.605,0.6,0.005,1.7,4.22,0.403,0.354,0.049,5.85,12.52,0.467,0.448,0.02
"Eric Bledsoe",2.52,4.58,0.549,0.531,0.019,2.48,7.35,0.365,-0.027,3.77,7.97,0.474,0.473,0.001,1.97,3.03,0.649,0.584,0.065,1.55,5.1,0.304,0.351,-0.047,5.32,13.06,0.407,0.431,-0.024
"Mirza Teletovic",2.64,4.54,0.582,0.541,0.041,1.47,3.76,0.367,0.025,3.41,6.64,0.514,0.488,0.025,2.15,3.27,0.659,0.594,0.065,0.91,2.23,0.408,0.35,0.058,4.32,8.87,0.487,0.449,0.038
"Tobias Harris",2.49,4.49,0.555,0.55,0.005,2.25,5.65,0.369,0.03,3.93,7.8,0.504,0.492,0.013,1.97,3.25,0.607,0.601,0.006,1.31,3.32,0.394,0.353,0.04,5.24,11.12,0.471,0.45,0.021
"Brandon Bass",2.59,4.48,0.578,0.543,0.035,0.88,2.56,0.378,-0.037,3.33,6.56,0.507,0.495,0.012,2.05,3.22,0.636,0.589,0.047,0.39,1.16,0.338,0.343,-0.005,3.72,7.72,0.482,0.461,0.02
"Jabari Parker",2.91,4.46,0.652,0.552,0.1,2.67,6.63,0.37,0.033,3.97,6.93,0.573,0.498,0.075,2.59,3.78,0.686,0.599,0.088,1.97,4.91,0.402,0.357,0.045,5.95,11.84,0.502,0.45,0.052
"David Lee",2.33,4.4,0.528,0.546,-0.018,1.13,2.85,0.376,0.022,3.04,6.31,0.482,0.497,-0.015,1.81,3.1,0.584,0.586,-0.002,0.56,1.38,0.403,0.36,0.042,3.6,7.69,0.468,0.466,0.002
"Markieff Morris",2.45,4.38,0.561,0.548,0.013,1.63,4.58,0.376,-0.021,3.38,7.17,0.471,0.495,-0.025,2.02,3.33,0.606,0.601,0.005,0.94,2.59,0.361,0.358,0.003,4.31,9.77,0.442,0.457,-0.015
"Frank Kaminsky",2.33,4.34,0.536,0.544,-0.008,1.71,4.29,0.374,0.026,3.23,6.64,0.486,0.492,-0.006,1.89,3.29,0.574,0.591,-0.016,1.03,2.6,0.394,0.352,0.042,4.25,9.24,0.46,0.454,0.006
"Nemanja Bjelica",2.45,4.32,0.568,0.537,0.031,1.22,3.37,0.368,-0.007,3.07,5.87,0.523,0.491,0.032,2,3.25,0.615,0.587,0.029,0.73,2.27,0.324,0.345,-0.022,3.8,8.13,0.467,0.45,0.017
"Harrison Barnes",2.41,4.3,0.56,0.556,0.004,1.88,4.64,0.367,0.039,3.56,7.36,0.484,0.491,-0.008,1.67,2.74,0.608,0.611,-0.003,1,2.52,0.398,0.347,0.051,4.56,9.88,0.462,0.45,0.011
"David West",2.32,4.29,0.54,0.544,-0.004,1.17,3.12,0.365,0.01,3.32,6.88,0.482,0.493,-0.01,1.83,3.28,0.559,0.588,-0.03,0.4,1.21,0.33,0.34,-0.01,3.72,8.09,0.46,0.463,-0.003
"Kevin Durant",2.25,4.26,0.528,0.55,-0.022,1.86,6.42,0.364,-0.074,3.38,7.44,0.453,0.493,-0.039,1.9,3.26,0.583,0.601,-0.018,1.1,4.1,0.268,0.348,-0.08,4.47,11.54,0.387,0.448,-0.061
"Willie Cauley-Stein",2.28,4.25,0.536,0.543,-0.007,1.86,4.8,0.37,0.018,3.32,6.66,0.499,0.493,0.006,1.82,3.17,0.573,0.591,-0.018,1.03,2.83,0.364,0.345,0.019,4.35,9.49,0.459,0.456,0.003
"Joffrey Lauvergne",2.36,4.22,0.559,0.542,0.018,0.84,2.36,0.374,-0.016,3.22,6.21,0.519,0.491,0.028,1.72,2.95,0.585,0.592,-0.008,0.22,0.98,0.228,0.345,-0.117,3.45,7.19,0.48,0.46,0.019
"Tiago Splitter",2.17,4.22,0.513,0.546,-0.033,1.06,2.53,0.369,0.049,3.11,6.25,0.498,0.498,-0.001,1.61,2.86,0.563,0.593,-0.03,0.36,1.14,0.317,0.33,-0.012,3.47,7.39,0.47,0.471,-0.001
"Dewayne Dedmon",2.12,4.2,0.505,0.547,-0.042,0.42,1.34,0.378,-0.065,2.46,5.34,0.461,0.499,-0.038,1.74,3.24,0.537,0.6,-0.063,0.22,0.56,0.393,0.36,0.033,2.68,5.9,0.454,0.471,-0.017
"Amar'e Stoudemire",2.02,4.18,0.483,0.547,-0.064,0.72,1.76,0.386,0.023,2.72,5.88,0.463,0.502,-0.039,1.64,3.1,0.529,0.588,-0.059,0.2,0.6,0.333,0.333,0,2.92,6.48,0.451,0.477,-0.026
"Alexis Ajinca",2.16,4.18,0.517,0.549,-0.032,0.96,2.16,0.382,0.064,2.89,6,0.482,0.5,-0.018,1.73,3.09,0.561,0.595,-0.035,0.41,0.8,0.511,0.353,0.159,3.3,6.8,0.486,0.472,0.013
"Reggie Jackson",2.63,4.16,0.632,0.538,0.095,2.11,5.78,0.375,-0.009,4.22,7.76,0.543,0.479,0.064,1.97,2.76,0.716,0.588,0.127,1.13,3.38,0.333,0.359,-0.025,5.34,11.14,0.48,0.444,0.036
